@timestamp,@version,__typename,_id,_index,_score,_type,accessibility_caption,comments_disabled,created_at,did_report_as_spam,dimensions.height,dimensions.width,display_url,edge_liked_by.count,edge_media_preview_like.count,edge_media_to_comment.count,fact_check_information,fact_check_overall_rating,gating_info,id,insta_description,is_restricted_pending,is_video,location,location.has_public_page,location.id,location.name,location.slug,media_preview,owner.id,owner.username,shortcode,taken_at_timestamp,text,thumbnail_src,viewer_has_liked
"Mar 17, 2020 @ 14:32:15.449",1,GraphImage,aibo6HABCuLPJKLpy1-_,insta_data-2020.02.26-000001,,_doc,"Photo by ПУТЕШЕСТВИЯ 🏖️БИЛЕТЫ🏖️ТУРЫ in Детский Парк Имени Н.Н. Прямикова. Image may contain: one or more people, people standing, ocean, beach, sky, outdoor and nature",false,0,false,"1,350","1,080",https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/66422035_2427826637275766_6553022153027312516_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=eOmOxh4NiCQAX97LY5K&oh=50b8e1e30419b9c7f3ec033f553a7a77&oe=5EA69705,159,159,33,,,,2095650114798221616,"СКАЗКА О ПОТЕРЯННОМ ВРЕМЕНИ.
⠀
🧒Ты столько времени в телефоне,  мама!
⠀
👩‍🦱Времени на телефон тратилось бы меньше,  если бы меня постоянно не дергали!
⠀
🧒Мааам,  принеси яблочко,  морковку и приготовь блинов🥴
⠀
👨‍🦱Насть,  ты мне рубашку погладила?  Трусы чистые где взять?
⠀
👩‍🦱Где всегда, в шкафу.
⠀
🧒Найди мне одежду,  где мой автомат?
⠀
👶мааам,  дай яка?
⠀
👩‍🦱Что?
⠀
👶Яка,  один-два.
⠀
👩‍🦱Хрен поймешь,  когда ты уже нормально говорить будешь.
Свалите уже куда-нибудь,  дайте завтрак приготовит.
ссоры и крики детей.Голова кругом,  где мой кофе....
Готовка,  уборка...
⠀
🧒 Эй,  мама,  ты чего телефон взяла?
Мам,  хочу кушать.  Чего-нибудь вкусненького.
⠀
👶Мааам,  хочу спать.  Еще + 1,5 часа убитого времени.
⠀
👩‍🦱Хоп-хоп. День прошел и опять ничего не сделано.  Вчерашняя уборка анулирована,  в корзине опять куча белья,  а обед испарился.
Завтра все по новой.
Тааак,  где мой телефон? 🤪
⠀
Мамы,  многомамы,  низкий вам поклон!
У меня нервов не хватает.  Я срываюсь,  потом чувствую вину. Как с этим справлятся спокойно пока не научилась(за 7 лет-то🤪)
⠀
Где найти баланс, кроме телефона?",false,false,"{""slug"":"""",""id"":""498237245"",""has_public_page"":true,""name"":""Детский Парк Имени Н.Н. Прямикова""}",True,498237245,Детский Парк Имени Н.Н. Прямикова,,,7031433348,sam.sebe.poedu,B0VPq0aDfkw,"1,564,040,983",,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c0.135.1080.1080a/s640x640/66422035_2427826637275766_6553022153027312516_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=eOmOxh4NiCQAX97LY5K&oh=565dbddcd7e6148af08c01e48a4aa06f&oe=5E9B4612,false
"Mar 17, 2020 @ 14:32:12.450",1,GraphImage,Zybo6HABCuLPJKLpwF8H,insta_data-2020.02.26-000001,,_doc,Photo by 💧Аквакомплекс «Вода&Еда»🍴Крд in Галерея Краснодар. Image may contain: text,false,0,false,"1,084","1,080",https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/65966858_454685044932587_406657563382747194_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=1Ln3Ru_kmJcAX8ghL90&oh=6fdedb9ebfddd8ed34f17667f99487b4&oe=5EA0D84F,87,87,9,,,,2095650370006106323,"ПЕРЕНЕСЛИ МЕРОПРИЯТИЕ НА 19:00
▫️
Хотелось бы подробнее написать про БЕСПЛАТНУЮ ДЕГУСТАЦИЮ вина от наших партнёров Château Tamagne (@chateautamagnerussie).
🍷На суд искушенным гурманам будут представлены несколько сортов этого благородного напитка, а на все Ваши вопросы будет отвечать приглашенный сомелье.
🧀Ну а какое может быть вино без сырной тарелки с орехами🍠, фруктами🍇 и соусами🍯? За сыры на сей раз отвечает еще один наш партнер: итальянский производитель сыров Galbani (@galbanicheese).
👉Кстати, Вы знали, что сыры в классических сырных тарелках располагают по часовой стрелке – от самых нежных к самым пикантным? В этом же порядке их следует и есть. А еще количество сортов сыра на тарелке должно быть строго нечетным.
💬А пока Вы в комментариях делитесь своими любимыми сортами сыра и другими ингредиентами для своих сырных тарелок, мы Вам напоминаем о месте и времени проведения дегустации:
📆28 ИЮЛЯ 2019, ВОСКРЕСЕНИЕ
🕔19:00
📍 Ул. Измаильская, 55
☎️ 8 988 520 08 08
#водаеда #водаедакрд #аквакомплексводаеда#ресторанкраснодар #краснодар#типичныйкраснодар#детскийпраздниккраснодар#отдыхубассейнакраснодар #кальянкраснодар#баркраснодар #вечеринкакраснодар#кудапойтивкраснодаре #семейныйотдых#отдыхсдетьми #тусовка #аниматоркраснрдар#мероприятиякраснодар #жкпанорама#жкадмирал #жкседьмойконтинент#немецкаядеревня #галереякраснодар #фмр#гмр #кмр #краснаяплощадькраснодар",false,false,"{""slug"":"""",""id"":""917975591"",""has_public_page"":true,""name"":""Галерея Краснодар""}",True,917975591,Галерея Краснодар,,,10806728481,vodaeda_krd,B0VPuiFoUDT,"1,564,041,013",,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c0.2.1080.1080a/s640x640/65966858_454685044932587_406657563382747194_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=1Ln3Ru_kmJcAX8ghL90&oh=655b10b11516688d852638dc3cb5e1d1&oe=5E9F7E0A,false
"Mar 17, 2020 @ 14:32:11.516",1,GraphSidecar,ZSbo6HABCuLPJKLpvF9i,insta_data-2020.02.26-000001,,_doc,"Photo by ""Альфа-Тур"" on July 25, 2019. Image may contain: outdoor",false,0,false,580,"1,080",https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/e35/62357834_499511260802091_2771860319883935244_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=hguns_EdI6YAX9YocsL&oh=3fd0981e5f40f00730ce79107d1c7ae2&oe=5EA502D4,14,14,0,,,,2095651576210519827,"👍🏻«Балтийский круиз из Санкт-Петербурга» - 3 и 5 дней, еженедельно
#туры #горящиетуры #путешествия #альфатур #отдыхбеззабот #отдыхбеззаботальфатур#отдыхсдетьми#горящиетуры#распродажатуров#раннеебронирование#семейныйотдых#турыонлайн
🔥Цена: 3 900 Руб 👌🏻Круизы «Балтийский круиз из Санкт-Петербурга» 3 и 5 дней, еженедельно!

Транспорт: паром Princess Anastasia

Тип тура: групповой, гарантированный

Продолжительность: 3, 5 дней

Дата отправления: еженедельно

Активитеты: экскурсии в Таллинне, Стокгольме, Хельсинки, музыкальные вечера в круизе, Анимация

Тип отдыха: Семейный, свадебное путешествие, корпоратив, день рождения, релакс

Питание: на выбор: без питания, завтраки, полупансион

Балтийский круиз 5 дней. СПб-Таллинн-Стокгольм-Хельсинки-СПб 
Балтийский круиз 3 дня. СПб--Хельсинки-СПб 
Скидка 3% с питания и проживания в каюте.

Дети до 6 лет путешествуют со взрослыми бесплатно!

Круизы из Санкт-Петербурга от 3 900 руб./чел.

Спб-Хельсинки-Спб от 3 900 руб./чел.

СПб-Таллин-Стокгольм-Хельсинки-СПб от 8 970 руб./чел.",false,false,"{""slug"":""saint-petersburg-russia"",""id"":""213174824"",""has_public_page"":true,""name"":""Saint Petersburg, Russia""}",True,213174824,"Saint Petersburg, Russia",saint-petersburg-russia,,3520675328,alfa_tur_spb,B0VQAFdA_cT,"1,564,041,157",,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/e35/c185.0.430.430a/62357834_499511260802091_2771860319883935244_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=hguns_EdI6YAX9YocsL&oh=2978e16cfaf3c1c6ac7114a83be5ec83&oe=5EA3CF57,false
"Mar 17, 2020 @ 14:32:05.391",1,GraphVideo,TCbo6HABCuLPJKLppF91,insta_data-2020.02.26-000001,,_doc,,false,0,false,750,750,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/66312157_755699141512094_4992697269426856586_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=zy2Z0PDjHAsAX8WahOZ&oh=e45afd153f98e23a2c2bc4ca511f6730&oe=5E72F76E,76,76,2,,,,2095651882480518332,#отпуск#отдыхсдетьми#кораблик#дети#семья#море,false,true,"{""slug"":""santa-pola-beach"",""id"":""1384761191623386"",""has_public_page"":true,""name"":""Santa Pola Beach""}",True,1384761191623386,Santa Pola Beach,santa-pola-beach,,569370185,krilexa,B0VQEisIUS8,"1,564,041,313",,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/66312157_755699141512094_4992697269426856586_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=zy2Z0PDjHAsAX8WahOZ&oh=4344c1b24b32d5629255e5f7d2ef0850&oe=5E74008B,false
"Mar 17, 2020 @ 14:32:04.856",1,GraphSidecar,Sybo6HABCuLPJKLpol9e,insta_data-2020.02.26-000001,,_doc,"Photo by Южный Берег on July 25, 2019. Image may contain: table, plant and outdoor",false,0,false,"1,077","1,080",https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/66405846_152466915872502_5756583603807835656_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=eMsCkeqzV5EAX9ieZEs&oh=9167daee77e21aa9e6f70cdd473b8227&oe=5EA1A6C5,17,17,0,,,,2095654886214642864,"Для наших маленьких гостей во дворе есть батут🙃

Гостевой дом «Южный берег»

Анапа, Самбурова 176. Самый центр курорта. До моря 10-15 минут. Выход на центральный песчаный пляж. Все рядом - аквапарк, парк отдыха, рынок, набережная.

Номера со всеми удобствами, уютный дворик в зелени, столики для отдыха на свежем воздухе, летняя кухня, заказ питания в столовой, детская анимация, трансфер.

ПРИГЛАШАЕМ НА ОТДЫХ! 
#анапа #анапаотдых #анапа2019 #анапажилье #анапаснять #анапаморе #отдыхлетом #отдыхнаморе #отдыхсдетьми #отдыхсемьей #краснодарскийкрай #краснодарскийкрайотдых #отдыхвкрыму",false,false,"{""slug"":""anapa"",""id"":""221061681"",""has_public_page"":true,""name"":""Anapa""}",True,221061681,Anapa,anapa,,14269549960,anapa_ub,B0VQwQIoqyw,"1,564,041,551",,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c1.0.1437.1437a/s640x640/66405846_152466915872502_5756583603807835656_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=eMsCkeqzV5EAX9ieZEs&oh=fe2b1b92e544421ac16e6a9f2c564e72&oe=5EA2A7F7,false
"Mar 17, 2020 @ 14:32:04.362",1,GraphSidecar,Sibo6HABCuLPJKLpoF9w,insta_data-2020.02.26-000001,,_doc,"Photo by @ya_shpakk on July 25, 2019. Image may contain: one or more people and people standing",false,0,false,"1,080","1,080",https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/66429184_160413241786412_6840911993136471430_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=t725kqY8iSMAX8uVm0s&oh=b506e307db22aaa6766bf73a2a18ed7c&oe=5E9BF810,57,57,4,,,,2095655318605321883,"Не бойтесь летать с детьми✈️
. 
Надо было видеть глаза Вари при взлёте 😅Офигела на пару секунд, а потом смотрела на облака❤️
Она не понимала, где она и что происходит, она молча смотрела в небо и потом уснула. Это был самый спокойный перелёт из всех, она выросла рядом с морем и мы тоже🌴",false,false,"{""slug"":""europeminsk"",""id"":""1604068703158492"",""has_public_page"":true,""name"":""Europe/Minsk""}",True,1604068703158492,Europe/Minsk,europeminsk,,6934929413,ya_shpakk,B0VQ2i1INab,"1,564,041,603",,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/66429184_160413241786412_6840911993136471430_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=t725kqY8iSMAX8uVm0s&oh=625fc556925a7a9a490a860b3bc9e299&oe=5E9FF7F5,false
"Mar 17, 2020 @ 14:32:03.846",1,GraphImage,SSbo6HABCuLPJKLpnl9s,insta_data-2020.02.26-000001,,_doc,Photo by Усадьба Рыблово in Старый Арбат. Image may contain: one or more people and text,false,0,false,"1,080","1,080",https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/67474061_1378407812309996_5329811741177769027_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=J-lvEqIN1cMAX8-_fy9&oh=0f53bfe5971a697423f83f21e2530bdf&oe=5EA5248F,13,13,2,,,,2095655419393815255,"Наши гости, как правило, становятся нашими друзьями☺️
И мы с нетерпением ждём очередной встречи с ними! 🤗
⠀
♥️Сегодня мы хотели рассказать вам об особенной и замечательной семье Голициных. Они уже давно стали для нас не просто постоянными гостями, а верными друзьями!
⠀
🙌🏻Алексей Львович и Ганна Николаевна приезжают к нам шестой (!) год подряд. Они первые, полюбив наши места, сняли домик на год!
Это удивительная семья, каких мало. О таких любящих супругах говорят «пронесли любовь через годы». Именно любовь — главное в их жизни. Они смогли её не только сохранить, но и преумножить!
⠀
💑Любящий интеллигентный супруг и яркая, весёлая, красивая Женщина! Всегда и везде вместе и обязательно за руку!
⠀
_________________
🔸Домики
🔸Коттеджи
🔸Усадьба
🔸Баня
🔸Активный отдых
📱Звоните по телефону:
+7 962 244-65-95",false,false,"{""slug"":"""",""id"":""114693559225432"",""has_public_page"":true,""name"":""Старый Арбат""}",True,114693559225432,Старый Арбат,,,14451719210,ryblovo,B0VQ4AslzLX,"1,564,041,615",,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/67474061_1378407812309996_5329811741177769027_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=J-lvEqIN1cMAX8-_fy9&oh=dca113147e3a3ddb5333ac5729bb7b91&oe=5EA53335,false
"Mar 17, 2020 @ 14:32:03.399",1,GraphVideo,SCbo6HABCuLPJKLpnF-t,insta_data-2020.02.26-000001,,_doc,,false,0,false,750,750,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/e35/67103885_366030380745517_5297679580087849475_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=z2ScO1Fic5UAX8aQRJR&oh=e59da1d4e323790e3aaa21d029c979ff&oe=5E73667E,87,87,37,,,,2095655431061149038,"Учиться?🤦‍♀️Летом!🌞На море?!🤷‍♀️
.
Даже летом детям нет продыха от родителей!😁
.
Весь год мы возим их в школу, на курсы, секции, кружки. И вот наступает лето. Каникулы!👏👏👏
И мы везем детей на морЯ.😍🌊🌊 Стараемся сделать детский отдых интересным. По возможности продлить его... на месяц. Или два!👍
.
И если нам удается организивать отдых на дооолго, то у нас начинается другая головная боль.
Чем занять ребенка в этом длительном отпуске?🤪
Идей много, выбирай:
- валяться все дни на пляже🌞, бездельничать🥒🍆🥕
- ходить на экскурсии с гидом🕵️‍♂️🤔
- самостоятельно разработать маршрут и осмотреть интересующие  достопримечательности🏝🏜🗻🌇...
.
И дело не в том, чтобы просто ходить-бродить или чем-то заниматься. А в том, чтобы для вашего ребёнка всё это было полезно, заинтересовало и увлекло его настолько, чтотему хотелось бежать туда в припрыжку! И возвращался он довольный и с улыбкой на лице!😁
.
А еще важно, подобрать ребенку занятие, которое будет не только развлекательным, но и образовательным👍Я бы сказала, это должен быть отдых, но с умом.
Согласны? 
Конечно, не стоит  превращать каникулы в летнюю учебную четверть. Но и школьник, который лежит на диване с планшетом, не наберётся сил к новому учебному году.
.
И к осени вернется в школу каким? Правильно!
Несобранным, расхолаженным. А наши школьные👩‍🏫 педагоги (мне их искренне жаль), будут тратить⏱ дни,
📆недели, а то целую четверть📅 на то, чтобы наши дети вернулись в учебный режим.🤷‍♀️
.
Поэтому, выбирая на лето (в отпуске) занятие для своих детей, отдайте предпочтение курсам, где есть педагогическая направленность. И тем самым только поможем своим детям👍🤗
.
Я считаю, что лето пора прекрасная, но режим и образовательную нагрузку забрасывать🤦‍♀️ на целых 3 месяца, не стоит ни в коем случае.
.
А как считаешь ты?😉",false,true,"{""slug"":""yeysk-krasnodarskiy-kray-russia"",""id"":""412452688"",""has_public_page"":true,""name"":""Yeysk, Krasnodarskiy Kray, Russia""}",True,412452688,"Yeysk, Krasnodarskiy Kray, Russia",yeysk-krasnodarskiy-kray-russia,,3838951185,vasha_tilda,B0VQ4LkBJVu,"1,564,041,658",,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/67103885_366030380745517_5297679580087849475_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=z2ScO1Fic5UAX8aQRJR&oh=f16b826640b39cc4c7d547f139b8c549&oe=5E7401DB,false
"Mar 17, 2020 @ 14:32:02.797",1,GraphImage,Rybo6HABCuLPJKLpml9T,insta_data-2020.02.26-000001,,_doc,"Photo by КО ""Бекасово"" in КО ""Бекасово"" - отдых в Подмосковье. Image may contain: tree, sky, cloud, plant, outdoor and nature",false,0,false,809,"1,080",https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/66011776_2497443400311664_5476683665956385033_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=IHvYClm1jbMAX-3O1vZ&oh=57e6e7e9550231bf200015bf2915d37a&oe=5EA72BE6,35,35,2,,,,2095655868914495431,"🌳 А вы уже успели побывать в пансионате ""Бекасово""?
⠀
🏘 Дорогие гости, посетить территорию без проживания можно по Гостевой карте. 🎫 Пребывание на территории КО «Бекасово» возможно с 09:00 до 23:00 в течение 6 часов.
⠀
🛎 Услуги, входящие в стоимость Гостевой карты:
🏊 Посещение бассейна
🎳 Боулинг
🎱 Бильярд
🏋 Тренажерный зал
🏓 Настольный теннис
💃 Анимация
🍝 Завтрак, обед или ужин - 1 посещение на выбор
☕ Чайный стол, пиво, мороженое в баре «Тайм-Аут»
🍦 Чайный стол, мороженое в баре боулинг-центра
💵 Стоимость карты - 1500 руб./чел.
⠀
📝 Оформить Гостевую карту можно на ресепшен. При посещении отеля необходимо предъявить документ, подтверждающий Вашу личность.
⠀
🏡 Ждем Вас в гости!
⠀
📲 +7(495)9926767
📧 bron@bekasovo.ru
⠀
#гостеваякарта #бекасово #бекасовоспа #отдыхнавыходные #гдеотдохнуть #уикенд #отдыхнаприроде #спа #спаотель #отельвподмосковье  #отдыхвподмосковье #семейныйотдых #отдыхсдетьми #отдыхсребенком #отдыхссемьей #подмосковныйотель #семейныйотель #природа #нарофоминск",false,false,"{""slug"":""-"",""id"":""223405304"",""has_public_page"":true,""name"":""КО \""Бекасово\"" - отдых в Подмосковье""}",True,223405304,"КО ""Бекасово"" - отдых в Подмосковье",-,,3590685867,bekasovo,B0VQ-jWHG_H,"1,564,041,668",,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c135.0.809.809a/s640x640/66011776_2497443400311664_5476683665956385033_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=IHvYClm1jbMAX-3O1vZ&oh=2323d8835b4516076d9757fcdf535c97&oe=5E9EB522,false
"Mar 17, 2020 @ 14:32:02.348",1,GraphSidecar,RSbo6HABCuLPJKLpmF-S,insta_data-2020.02.26-000001,,_doc,"Photo by Ульяна on July 25, 2019. Image may contain: one or more people, ocean, child, beach, outdoor and nature",false,0,false,"1,080","1,080",https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/66316721_123819462224639_4063757451001900608_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=XjEqkIsc5eAAX_AYCx4&oh=f2aba130b04fc416134daddbdfe596ca&oe=5E9ED284,14,14,0,,,,2095656691290728876,"Прогулка на #казантип в полном составе друзей и детей🤘 третий год езжу в это место и ни разу не доводилось дойти сюда. Красиво здесь, особенно вечером 🤩
#казантип 
#крым2019 
#поповка 
#отдыхсдрузьями 
#отпуск2019 
#отдыхсдетьми 
#отдыхсемьей 
#море 
#закат",false,false,"{""slug"":"""",""id"":""244316093"",""has_public_page"":true,""name"":""Республика Казантип""}",True,244316093,Республика Казантип,,,6867202849,ul866,B0VRKhPjems,"1,564,041,767",,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/66316721_123819462224639_4063757451001900608_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=XjEqkIsc5eAAX_AYCx4&oh=4448eaa546dc4a2ed5cb0630c4d33c0c&oe=5EA5E061,false
"Mar 17, 2020 @ 14:32:01.813",1,GraphImage,RCbo6HABCuLPJKLpll97,insta_data-2020.02.26-000001,,_doc,"Photo by Южный Берег in Анапа. Image may contain: kitchen, table and indoor",false,0,false,"1,077","1,080",https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/67155769_503470443757773_2381142477136242410_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=109&_nc_ohc=1K27AS9UhKMAX_SmYLz&oh=a897efae5e6b89ef0b35f58b4a711a03&oe=5EA1CF67,17,17,1,,,,2095656783759701775,"Для желающих готовить самостоятельно -полностью оборудованная кухня с обеденной зоной.

Гостевой дом «Южный берег»

Анапа, Самбурова 176. Самый центр курорта. До моря 10-15 минут. Выход на центральный песчаный пляж. Все рядом - аквапарк, парк отдыха, рынок, набережная.

Номера со всеми удобствами, уютный дворик в зелени, столики для отдыха на свежем воздухе, летняя кухня, заказ питания в столовой, детская анимация, трансфер.

ПРИГЛАШАЕМ НА ОТДЫХ! 
#анапа #анапаотдых #анапа2019 #анапажилье #анапаснять #анапаморе #отдыхлетом #отдыхнаморе #отдыхсдетьми #отдыхсемьей #краснодарскийкрай #краснодарскийкрайотдых #отдыхнаморе#отдыхначерномморе#черноморскоепобережье#отдыхнакубани",false,false,"{""slug"":"""",""id"":""451023365103556"",""has_public_page"":true,""name"":""Анапа""}",True,451023365103556,Анапа,,,14269549960,anapa_ub,B0VRL3XIncP,"1,564,041,778",,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c1.0.1437.1437a/s640x640/67155769_503470443757773_2381142477136242410_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=109&_nc_ohc=1K27AS9UhKMAX_SmYLz&oh=5991400812dc0052a365848aa867f0ed&oe=5EA62255,false
"Mar 17, 2020 @ 14:32:00.902",1,GraphSidecar,Qibo6HABCuLPJKLpkl_r,insta_data-2020.02.26-000001,,_doc,"Photo by 🏡Эко-парк «Юхновград»🏡 on July 25, 2019. Image may contain: outdoor",false,0,false,498,750,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/64548803_441452236451062_329702693077744893_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=8kI-gXvNOKEAX9jH94a&oh=8e3bbe129e8b4a270a91fe26fa32bdbf&oe=5EA32DA9,83,83,0,,,,2095657372530968682,"Птичий двор в парк-отеле «Юхновград» 🐦
•
Здесь обитают разные виды домашних птиц: гуси, индюки и различные курочки😉
•
Все обитатели «Птичьего двора» - ручные и милые животные 😊
•
Также на территории парк-отеля находиться мини-зоопарк в котором обитают такие животные как : еноты, нутрии и кролики различных пород 🐇
•
#юновград #отдыхвподмосковье #калужскаяобласть #загородныйотель #загородныйдом #загородныйотдых #юхнов #калуга #отдыхсдетьми #деревянныйдом #деревянныйдомик #деревянныйдекор #коттеджи #домизбруса #домизбревна #домиздерева",false,false,"{""slug"":""-"",""id"":""615967515280968"",""has_public_page"":true,""name"":""Парк-отель \""Юхновград\""""}",True,615967515280968,"Парк-отель ""Юхновград""",-,,1275584249,uhnovgrad,B0VRUbsowhq,"1,564,041,848",,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/c120.0.477.477a/64548803_441452236451062_329702693077744893_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=8kI-gXvNOKEAX9jH94a&oh=894fd11f42abbaabb4085658b4082e30&oe=5E9FBC12,false
"Mar 17, 2020 @ 14:32:00.367",1,GraphSidecar,QSbo6HABCuLPJKLpkF_U,insta_data-2020.02.26-000001,,_doc,"Photo by Natalia on July 25, 2019. Image may contain: one or more people",false,0,false,750,750,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/67261264_694613710976873_5275460250650083684_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=g6W_B4ywI4wAX8OdQAd&oh=74319ea81e1c8fb7785dfc861c758ba5&oe=5EA74243,40,40,0,,,,2095657556457971604,"❤️А❤️Б❤️Р💓А❤️У❤️-❤️Д❤️Ю❤️Р❤️С❤️О❤️
В видео на проекции в фонтане презентация шампанского Абрау-дюрсо. Шоу впечатляет и  подборкой музыки и технологией подачи. Шоу бесплатное, погулять в парке тоже. Цены на еду на любой карман. Для бюджетного варианта есть гипер там же.  А мы танцевали под Джексона и были в экстазе от классики! 😍😍😍 Я влюбилась в это место!
#югроссии#черноеморе#абрау#озеро#шоу#фонтаны#копилкапутешествий#дегустация#шампанское#геленджик#новороссийск#джубга#анапа#кудапойти#отдыхсдетьми",false,false,"{""slug"":""-"",""id"":""943061177"",""has_public_page"":true,""name"":""Абрау-Дюрсо""}",True,943061177,Абрау-Дюрсо,-,,408972166,l_i_s_i_c_h_k_a,B0VRXG_il-U,"1,564,041,870",,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/67261264_694613710976873_5275460250650083684_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=g6W_B4ywI4wAX8OdQAd&oh=f5f4b48c98500af58e68c3b4d4e356fa&oe=5E9D9BA6,false
